Date,Open,High,Low,Close,Adj Close,Volume
1991-12-20,1337.300049,1337.300049,1337.300049,1337.300049,1337.300049,0
1991-12-23,1364.400024,1364.400024,1364.400024,1364.400024,1364.400024,0
1991-12-24,null,null,null,null,null,null
1991-12-25,null,null,null,null,null,null
1991-12-26,null,null,null,null,null,null
1991-12-27,null,null,null,null,null,null
1991-12-30,1431.500000,1431.500000,1431.500000,1431.500000,1431.500000,0
1991-12-31,null,null,null,null,null,null
1992-01-01,null,null,null,null,null,null
1992-01-02,1444.900024,1444.900024,1444.900024,1444.900024,1444.900024,0
1992-01-03,1475.199951,1475.199951,1475.199951,1475.199951,1475.199951,0
1992-01-06,1472.500000,1472.500000,1472.500000,1472.500000,1472.500000,0
1992-01-07,1485.400024,1485.400024,1485.400024,1485.400024,1485.400024,0
1992-01-08,1515.699951,1515.699951,1515.699951,1515.699951,1515.699951,0
1992-01-09,1529.599976,1529.599976,1529.599976,1529.599976,1529.599976,0
1992-01-10,1524.800049,1524.800049,1524.800049,1524.800049,1524.800049,0
1992-01-13,1535.000000,1535.000000,1535.000000,1535.000000,1535.000000,0
1992-01-14,1564.300049,1564.300049,1564.300049,1564.300049,1564.300049,0
1992-01-15,1565.400024,1565.400024,1565.400024,1565.400024,1565.400024,0
1992-01-16,1583.300049,1583.300049,1583.300049,1583.300049,1583.300049,0
1992-01-17,1576.099976,1576.099976,1576.099976,1576.099976,1576.099976,0
1992-01-20,1574.800049,1574.800049,1574.800049,1574.800049,1574.800049,0
1992-01-21,1557.099976,1557.099976,1557.099976,1557.099976,1557.099976,0
1992-01-22,1564.400024,1564.400024,1564.400024,1564.400024,1564.400024,0
1992-01-23,1594.900024,1594.900024,1594.900024,1594.900024,1594.900024,0
1992-01-24,1603.800049,1603.800049,1603.800049,1603.800049,1603.800049,0
1992-01-27,1591.099976,1591.099976,1591.099976,1591.099976,1591.099976,0
1992-01-28,1603.099976,1603.099976,1603.099976,1603.099976,1603.099976,0
1992-01-29,1611.900024,1611.900024,1611.900024,1611.900024,1611.900024,0
1992-01-30,1623.500000,1623.500000,1623.500000,1623.500000,1623.500000,0
1992-01-31,1623.500000,1623.500000,1623.500000,1623.500000,1623.500000,0
1992-02-03,1624.500000,1624.500000,1624.500000,1624.500000,1624.500000,0
1992-02-04,1616.099976,1616.099976,1616.099976,1616.099976,1616.099976,0
1992-02-05,null,null,null,null,null,null
1992-02-06,1649.199951,1649.199951,1649.199951,1649.199951,1649.199951,0
1992-02-07,1647.099976,1647.099976,1647.099976,1647.099976,1647.099976,0
1992-02-10,1677.400024,1677.400024,1677.400024,1677.400024,1677.400024,0
1992-02-11,1709.500000,1709.500000,1709.500000,1709.500000,1709.500000,0
1992-02-12,1739.400024,1739.400024,1739.400024,1739.400024,1739.400024,0
1992-02-13,1725.300049,1725.300049,1725.300049,1725.300049,1725.300049,0
1992-02-14,1761.199951,1761.199951,1761.199951,1761.199951,1761.199951,0
1992-02-17,null,null,null,null,null,null
1992-02-18,1758.000000,1758.000000,1758.000000,1758.000000,1758.000000,0
1992-02-19,1762.500000,1762.500000,1762.500000,1762.500000,1762.500000,0
1992-02-20,1791.500000,1791.500000,1791.500000,1791.500000,1791.500000,0
1992-02-21,1785.599976,1785.599976,1785.599976,1785.599976,1785.599976,0
1992-02-24,1780.699951,1780.699951,1780.699951,1780.699951,1780.699951,0
1992-02-25,1777.099976,1777.099976,1777.099976,1777.099976,1777.099976,0
1992-02-26,1825.500000,1825.500000,1825.500000,1825.500000,1825.500000,0
1992-02-27,1838.199951,1838.199951,1838.199951,1838.199951,1838.199951,0
1992-02-28,1860.599976,1860.599976,1860.599976,1860.599976,1860.599976,0
1992-03-02,1873.900024,1873.900024,1873.900024,1873.900024,1873.900024,0
1992-03-03,1905.000000,1905.000000,1905.000000,1905.000000,1905.000000,0
1992-03-04,1836.599976,1836.599976,1836.599976,1836.599976,1836.599976,0
1992-03-05,1861.099976,1861.099976,1861.099976,1861.099976,1861.099976,0
1992-03-06,1792.900024,1792.900024,1792.900024,1792.900024,1792.900024,0
1992-03-09,1784.800049,1784.800049,1784.800049,1784.800049,1784.800049,0
1992-03-10,1809.199951,1809.199951,1809.199951,1809.199951,1809.199951,0
1992-03-11,1796.500000,1796.500000,1796.500000,1796.500000,1796.500000,0
1992-03-12,1762.599976,1762.599976,1762.599976,1762.599976,1762.599976,0
1992-03-13,1758.000000,1758.000000,1758.000000,1758.000000,1758.000000,0
1992-03-16,1734.800049,1734.800049,1734.800049,1734.800049,1734.800049,0
1992-03-17,1767.900024,1767.900024,1767.900024,1767.900024,1767.900024,0
1992-03-18,1770.099976,1770.099976,1770.099976,1770.099976,1770.099976,0
1992-03-19,1795.599976,1795.599976,1795.599976,1795.599976,1795.599976,0
1992-03-20,1838.900024,1838.900024,1838.900024,1838.900024,1838.900024,0
1992-03-23,1888.400024,1888.400024,1888.400024,1888.400024,1888.400024,0
1992-03-24,1880.099976,1880.099976,1880.099976,1880.099976,1880.099976,0
1992-03-25,1900.599976,1900.599976,1900.599976,1900.599976,1900.599976,0
1992-03-26,1907.300049,1907.300049,1907.300049,1907.300049,1907.300049,0
1992-03-27,1881.599976,1881.599976,1881.599976,1881.599976,1881.599976,0
1992-03-30,1868.800049,1868.800049,1868.800049,1868.800049,1868.800049,0
1992-03-31,1875.699951,1875.699951,1875.699951,1875.699951,1875.699951,0
1992-04-01,1852.500000,1852.500000,1852.500000,1852.500000,1852.500000,0
1992-04-02,1842.500000,1842.500000,1842.500000,1842.500000,1842.500000,0
1992-04-03,1822.300049,1822.300049,1822.300049,1822.300049,1822.300049,0
1992-04-06,1783.400024,1783.400024,1783.400024,1783.400024,1783.400024,0
1992-04-07,1741.400024,1741.400024,1741.400024,1741.400024,1741.400024,0
1992-04-08,1743.699951,1743.699951,1743.699951,1743.699951,1743.699951,0
1992-04-09,1764.500000,1764.500000,1764.500000,1764.500000,1764.500000,0
1992-04-10,1810.500000,1810.500000,1810.500000,1810.500000,1810.500000,0
1992-04-13,1810.199951,1810.199951,1810.199951,1810.199951,1810.199951,0
1992-04-14,1838.199951,1838.199951,1838.199951,1838.199951,1838.199951,0
1992-04-15,1871.599976,1871.599976,1871.599976,1871.599976,1871.599976,0
1992-04-16,null,null,null,null,null,null
1992-04-17,null,null,null,null,null,null
1992-04-20,null,null,null,null,null,null
1992-04-21,1869.699951,1869.699951,1869.699951,1869.699951,1869.699951,0
1992-04-22,1897.099976,1897.099976,1897.099976,1897.099976,1897.099976,0
1992-04-23,1891.699951,1891.699951,1891.699951,1891.699951,1891.699951,0
1992-04-24,1882.900024,1882.900024,1882.900024,1882.900024,1882.900024,0
1992-04-27,1863.000000,1863.000000,1863.000000,1863.000000,1863.000000,0
1992-04-28,1831.599976,1831.599976,1831.599976,1831.599976,1831.599976,0
1992-04-29,1852.900024,1852.900024,1852.900024,1852.900024,1852.900024,0
1992-04-30,1838.300049,1838.300049,1838.300049,1838.300049,1838.300049,0
1992-05-01,null,null,null,null,null,null
1992-05-04,1827.599976,1827.599976,1827.599976,1827.599976,1827.599976,0
1992-05-05,null,null,null,null,null,null
1992-05-06,1872.099976,1872.099976,1872.099976,1872.099976,1872.099976,0
1992-05-07,1852.500000,1852.500000,1852.500000,1852.500000,1852.500000,0
1992-05-08,null,null,null,null,null,null
1992-05-11,1845.300049,1845.300049,1845.300049,1845.300049,1845.300049,0
1992-05-12,1844.199951,1844.199951,1844.199951,1844.199951,1844.199951,0
1992-05-13,1840.900024,1840.900024,1840.900024,1840.900024,1840.900024,0
1992-05-14,1826.900024,1826.900024,1826.900024,1826.900024,1826.900024,0
1992-05-15,1810.199951,1810.199951,1810.199951,1810.199951,1810.199951,0
1992-05-18,1785.699951,1785.699951,1785.699951,1785.699951,1785.699951,0
1992-05-19,1811.099976,1811.099976,1811.099976,1811.099976,1811.099976,0
1992-05-20,1815.300049,1815.300049,1815.300049,1815.300049,1815.300049,0
1992-05-21,1820.900024,1820.900024,1820.900024,1820.900024,1820.900024,0
1992-05-22,1829.599976,1829.599976,1829.599976,1829.599976,1829.599976,0
1992-05-25,null,null,null,null,null,null
1992-05-26,1830.300049,1830.300049,1830.300049,1830.300049,1830.300049,0
1992-05-27,1833.800049,1833.800049,1833.800049,1833.800049,1833.800049,0
1992-05-28,1856.199951,1856.199951,1856.199951,1856.199951,1856.199951,0
1992-05-29,1892.300049,1892.300049,1892.300049,1892.300049,1892.300049,0
1992-06-01,1907.400024,1907.400024,1907.400024,1907.400024,1907.400024,0
1992-06-02,1894.199951,1894.199951,1894.199951,1894.199951,1894.199951,0
1992-06-03,1886.900024,1886.900024,1886.900024,1886.900024,1886.900024,0
1992-06-04,1895.900024,1895.900024,1895.900024,1895.900024,1895.900024,0
1992-06-05,1887.300049,1887.300049,1887.300049,1887.300049,1887.300049,0
1992-06-08,1873.099976,1873.099976,1873.099976,1873.099976,1873.099976,0
1992-06-09,1843.699951,1843.699951,1843.699951,1843.699951,1843.699951,0
1992-06-10,1796.300049,1796.300049,1796.300049,1796.300049,1796.300049,0
1992-06-11,1802.599976,1802.599976,1802.599976,1802.599976,1802.599976,0
1992-06-12,1809.900024,1809.900024,1809.900024,1809.900024,1809.900024,0
1992-06-15,1742.500000,1742.500000,1742.500000,1742.500000,1742.500000,0
1992-06-16,1692.900024,1692.900024,1692.900024,1692.900024,1692.900024,0
1992-06-17,1593.300049,1593.300049,1593.300049,1593.300049,1593.300049,0
1992-06-18,1634.199951,1634.199951,1634.199951,1634.199951,1634.199951,0
1992-06-19,1686.300049,1686.300049,1686.300049,1686.300049,1686.300049,0
1992-06-22,1624.300049,1624.300049,1624.300049,1624.300049,1624.300049,0
1992-06-23,null,null,null,null,null,null
1992-06-24,1562.699951,1562.699951,1562.699951,1562.699951,1562.699951,0
1992-06-25,1599.900024,1599.900024,1599.900024,1599.900024,1599.900024,0
1992-06-26,1601.000000,1601.000000,1601.000000,1601.000000,1601.000000,0
1992-06-29,1603.400024,1603.400024,1603.400024,1603.400024,1603.400024,0
1992-06-30,1599.300049,1599.300049,1599.300049,1599.300049,1599.300049,0
1992-07-01,1658.900024,1658.900024,1658.900024,1658.900024,1658.900024,0
1992-07-02,1676.699951,1676.699951,1676.699951,1676.699951,1676.699951,0
1992-07-03,1683.000000,1683.000000,1683.000000,1683.000000,1683.000000,0
1992-07-06,1672.900024,1672.900024,1672.900024,1672.900024,1672.900024,0
1992-07-07,1614.199951,1614.199951,1614.199951,1614.199951,1614.199951,0
1992-07-08,1582.300049,1582.300049,1582.300049,1582.300049,1582.300049,0
1992-07-09,1590.300049,1590.300049,1590.300049,1590.300049,1590.300049,0
1992-07-10,1617.400024,1617.400024,1617.400024,1617.400024,1617.400024,0
1992-07-13,1640.500000,1640.500000,1640.500000,1640.500000,1640.500000,0
1992-07-14,1636.000000,1636.000000,1636.000000,1636.000000,1636.000000,0
1992-07-15,1639.800049,1639.800049,1639.800049,1639.800049,1639.800049,0
1992-07-16,1689.199951,1689.199951,1689.199951,1689.199951,1689.199951,0
1992-07-17,1674.199951,1674.199951,1674.199951,1674.199951,1674.199951,0
1992-07-20,1647.900024,1647.900024,1647.900024,1647.900024,1647.900024,0
1992-07-21,1657.199951,1657.199951,1657.199951,1657.199951,1657.199951,0
1992-07-22,1625.199951,1625.199951,1625.199951,1625.199951,1625.199951,0
1992-07-23,1584.099976,1584.099976,1584.099976,1584.099976,1584.099976,0
1992-07-24,1522.900024,1522.900024,1522.900024,1522.900024,1522.900024,0
1992-07-27,1466.599976,1466.599976,1466.599976,1466.599976,1466.599976,0
1992-07-28,1537.699951,1537.699951,1537.699951,1537.699951,1537.699951,0
1992-07-29,1547.800049,1547.800049,1547.800049,1547.800049,1547.800049,0
1992-07-30,1551.199951,1551.199951,1551.199951,1551.199951,1551.199951,0
1992-07-31,1569.699951,1569.699951,1569.699951,1569.699951,1569.699951,0
1992-08-03,1557.099976,1557.099976,1557.099976,1557.099976,1557.099976,0
1992-08-04,1536.699951,1536.699951,1536.699951,1536.699951,1536.699951,0
1992-08-05,1538.000000,1538.000000,1538.000000,1538.000000,1538.000000,0
1992-08-06,1552.800049,1552.800049,1552.800049,1552.800049,1552.800049,0
1992-08-07,1560.400024,1560.400024,1560.400024,1560.400024,1560.400024,0
1992-08-10,1538.300049,1538.300049,1538.300049,1538.300049,1538.300049,0
1992-08-11,1515.500000,1515.500000,1515.500000,1515.500000,1515.500000,0
1992-08-12,1525.599976,1525.599976,1525.599976,1525.599976,1525.599976,0
1992-08-13,1518.400024,1518.400024,1518.400024,1518.400024,1518.400024,0
1992-08-14,1516.599976,1516.599976,1516.599976,1516.599976,1516.599976,0
1992-08-17,1510.300049,1510.300049,1510.300049,1510.300049,1510.300049,0
1992-08-18,1498.699951,1498.699951,1498.699951,1498.699951,1498.699951,0
1992-08-19,1474.099976,1474.099976,1474.099976,1474.099976,1474.099976,0
1992-08-20,1439.000000,1439.000000,1439.000000,1439.000000,1439.000000,0
1992-08-21,1424.599976,1424.599976,1424.599976,1424.599976,1424.599976,0
1992-08-24,1366.800049,1366.800049,1366.800049,1366.800049,1366.800049,0
1992-08-25,1353.099976,1353.099976,1353.099976,1353.099976,1353.099976,0
1992-08-26,1376.800049,1376.800049,1376.800049,1376.800049,1376.800049,0
1992-08-27,1423.199951,1423.199951,1423.199951,1423.199951,1423.199951,0
1992-08-28,1409.000000,1409.000000,1409.000000,1409.000000,1409.000000,0
1992-08-31,1400.400024,1400.400024,1400.400024,1400.400024,1400.400024,0
1992-09-01,1384.099976,1384.099976,1384.099976,1384.099976,1384.099976,0
1992-09-02,1383.400024,1383.400024,1383.400024,1383.400024,1383.400024,0
1992-09-03,1395.300049,1395.300049,1395.300049,1395.300049,1395.300049,0
1992-09-04,1392.599976,1392.599976,1392.599976,1392.599976,1392.599976,0
1992-09-07,1385.300049,1385.300049,1385.300049,1385.300049,1385.300049,0
1992-09-08,1369.900024,1369.900024,1369.900024,1369.900024,1369.900024,0
1992-09-09,1326.000000,1326.000000,1326.000000,1326.000000,1326.000000,0
1992-09-10,1285.800049,1285.800049,1285.800049,1285.800049,1285.800049,0
1992-09-11,1294.099976,1294.099976,1294.099976,1294.099976,1294.099976,0
1992-09-14,1342.800049,1342.800049,1342.800049,1342.800049,1342.800049,0
1992-09-15,1328.199951,1328.199951,1328.199951,1328.199951,1328.199951,0
1992-09-16,null,null,null,null,null,null
1992-09-17,1318.199951,1318.199951,1318.199951,1318.199951,1318.199951,0
1992-09-18,1307.699951,1307.699951,1307.699951,1307.699951,1307.699951,0
1992-09-21,1295.800049,1295.800049,1295.800049,1295.800049,1295.800049,0
1992-09-22,1272.099976,1272.099976,1272.099976,1272.099976,1272.099976,0
1992-09-23,1264.400024,1264.400024,1264.400024,1264.400024,1264.400024,0
1992-09-24,1257.400024,1257.400024,1257.400024,1257.400024,1257.400024,0
1992-09-25,1252.099976,1252.099976,1252.099976,1252.099976,1252.099976,0
1992-09-28,1257.900024,1257.900024,1257.900024,1257.900024,1257.900024,0
1992-09-29,1289.099976,1289.099976,1289.099976,1289.099976,1289.099976,0
1992-09-30,1327.099976,1327.099976,1327.099976,1327.099976,1327.099976,0
1992-10-01,1359.099976,1359.099976,1359.099976,1359.099976,1359.099976,0
1992-10-02,1389.699951,1389.699951,1389.699951,1389.699951,1389.699951,0
1992-10-05,1454.400024,1454.400024,1454.400024,1454.400024,1454.400024,0
1992-10-06,null,null,null,null,null,null
1992-10-07,1453.400024,1453.400024,1453.400024,1453.400024,1453.400024,0
1992-10-08,1437.900024,1437.900024,1437.900024,1437.900024,1437.900024,0
1992-10-09,1425.000000,1425.000000,1425.000000,1425.000000,1425.000000,0
1992-10-12,null,null,null,null,null,null
1992-10-13,1428.000000,1428.000000,1428.000000,1428.000000,1428.000000,0
1992-10-14,1432.599976,1432.599976,1432.599976,1432.599976,1432.599976,0
1992-10-15,1454.800049,1454.800049,1454.800049,1454.800049,1454.800049,0
1992-10-16,1491.699951,1491.699951,1491.699951,1491.699951,1491.699951,0
1992-10-19,1509.699951,1509.699951,1509.699951,1509.699951,1509.699951,0
1992-10-20,1555.199951,1555.199951,1555.199951,1555.199951,1555.199951,0
1992-10-21,1560.400024,1560.400024,1560.400024,1560.400024,1560.400024,0
1992-10-22,1569.800049,1569.800049,1569.800049,1569.800049,1569.800049,0
1992-10-23,1565.400024,1565.400024,1565.400024,1565.400024,1565.400024,0
1992-10-26,1557.500000,1557.500000,1557.500000,1557.500000,1557.500000,0
1992-10-27,1537.000000,1537.000000,1537.000000,1537.000000,1537.000000,0
1992-10-28,1549.199951,1549.199951,1549.199951,1549.199951,1549.199951,0
1992-10-29,1565.300049,1565.300049,1565.300049,1565.300049,1565.300049,0
1992-10-30,1597.300049,1597.300049,1597.300049,1597.300049,1597.300049,0
1992-11-02,null,null,null,null,null,null
1992-11-03,1558.400024,1558.400024,1558.400024,1558.400024,1558.400024,0
1992-11-04,1547.800049,1547.800049,1547.800049,1547.800049,1547.800049,0
1992-11-05,1568.599976,1568.599976,1568.599976,1568.599976,1568.599976,0
1992-11-06,1609.599976,1609.599976,1609.599976,1609.599976,1609.599976,0
1992-11-09,1642.800049,1642.800049,1642.800049,1642.800049,1642.800049,0
1992-11-10,1655.800049,1655.800049,1655.800049,1655.800049,1655.800049,0
1992-11-11,1651.900024,1651.900024,1651.900024,1651.900024,1651.900024,0
1992-11-12,1631.599976,1631.599976,1631.599976,1631.599976,1631.599976,0
1992-11-13,1608.099976,1608.099976,1608.099976,1608.099976,1608.099976,0
1992-11-16,1585.699951,1585.699951,1585.699951,1585.699951,1585.699951,0
1992-11-17,1608.199951,1608.199951,1608.199951,1608.199951,1608.199951,0
1992-11-18,1627.199951,1627.199951,1627.199951,1627.199951,1627.199951,0
1992-11-19,1634.550049,1634.550049,1634.550049,1634.550049,1634.550049,0
1992-11-20,null,null,null,null,null,null
1992-11-23,1679.300049,1679.300049,1679.300049,1679.300049,1679.300049,0
1992-11-24,1691.500000,1691.500000,1691.500000,1691.500000,1691.500000,0
1992-11-25,1691.599976,1691.599976,1691.599976,1691.599976,1691.599976,0
1992-11-26,1703.500000,1703.500000,1703.500000,1703.500000,1703.500000,0
1992-11-27,1727.199951,1727.199951,1727.199951,1727.199951,1727.199951,0
1992-11-30,1716.000000,1716.000000,1716.000000,1716.000000,1716.000000,0
1992-12-01,1689.099976,1689.099976,1689.099976,1689.099976,1689.099976,0
1992-12-02,1688.000000,1688.000000,1688.000000,1688.000000,1688.000000,0
1992-12-03,1699.000000,1699.000000,1699.000000,1699.000000,1699.000000,0
1992-12-04,null,null,null,null,null,null
1992-12-07,1723.800049,1723.800049,1723.800049,1723.800049,1723.800049,0
1992-12-08,1748.300049,1748.300049,1748.300049,1748.300049,1748.300049,0
1992-12-09,1742.599976,1742.599976,1742.599976,1742.599976,1742.599976,0
1992-12-10,1731.000000,1731.000000,1731.000000,1731.000000,1731.000000,0
1992-12-11,1727.400024,1727.400024,1727.400024,1727.400024,1727.400024,0
1992-12-14,1724.000000,1724.000000,1724.000000,1724.000000,1724.000000,0
1992-12-15,1724.000000,1724.000000,1724.000000,1724.000000,1724.000000,0
1992-12-16,1713.800049,1713.800049,1713.800049,1713.800049,1713.800049,0
1992-12-17,1719.599976,1719.599976,1719.599976,1719.599976,1719.599976,0
1992-12-18,1730.199951,1730.199951,1730.199951,1730.199951,1730.199951,0
1992-12-21,1731.699951,1731.699951,1731.699951,1731.699951,1731.699951,0
1992-12-22,1752.500000,1752.500000,1752.500000,1752.500000,1752.500000,0
1992-12-23,1754.199951,1754.199951,1754.199951,1754.199951,1754.199951,0
1992-12-24,1761.099976,1761.099976,1761.099976,1761.099976,1761.099976,0
1992-12-25,null,null,null,null,null,null
1992-12-28,1754.900024,1754.900024,1754.900024,1754.900024,1754.900024,0
1992-12-29,1758.099976,1758.099976,1758.099976,1758.099976,1758.099976,0
1992-12-30,1759.400024,1759.400024,1759.400024,1759.400024,1759.400024,0
1992-12-31,null,null,null,null,null,null
1993-01-01,null,null,null,null,null,null
1993-01-04,1776.699951,1776.699951,1776.699951,1776.699951,1776.699951,0
1993-01-05,1817.199951,1817.199951,1817.199951,1817.199951,1817.199951,0
1993-01-06,1836.099976,1836.099976,1836.099976,1836.099976,1836.099976,0
1993-01-07,1822.900024,1822.900024,1822.900024,1822.900024,1822.900024,0
1993-01-08,1806.400024,1806.400024,1806.400024,1806.400024,1806.400024,0
1993-01-11,1795.199951,1795.199951,1795.199951,1795.199951,1795.199951,0
1993-01-12,1782.099976,1782.099976,1782.099976,1782.099976,1782.099976,0
1993-01-13,1763.800049,1763.800049,1763.800049,1763.800049,1763.800049,0
1993-01-14,1763.699951,1763.699951,1763.699951,1763.699951,1763.699951,0
1993-01-15,1760.199951,1760.199951,1760.199951,1760.199951,1760.199951,0
1993-01-18,1749.000000,1749.000000,1749.000000,1749.000000,1749.000000,0
1993-01-19,1764.599976,1764.599976,1764.599976,1764.599976,1764.599976,0
1993-01-20,1771.000000,1771.000000,1771.000000,1771.000000,1771.000000,0
1993-01-21,1777.400024,1777.400024,1777.400024,1777.400024,1777.400024,0
1993-01-22,1797.900024,1797.900024,1797.900024,1797.900024,1797.900024,0
1993-01-25,1804.699951,1804.699951,1804.699951,1804.699951,1804.699951,0
1993-01-26,1779.300049,1779.300049,1779.300049,1779.300049,1779.300049,0
1993-01-27,1740.699951,1740.699951,1740.699951,1740.699951,1740.699951,0
1993-01-28,1680.800049,1680.800049,1680.800049,1680.800049,1680.800049,0
1993-01-29,1653.199951,1653.199951,1653.199951,1653.199951,1653.199951,0
1993-02-01,1664.300049,1664.300049,1664.300049,1664.300049,1664.300049,0
1993-02-02,1624.199951,1624.199951,1624.199951,1624.199951,1624.199951,0
1993-02-03,1607.599976,1607.599976,1607.599976,1607.599976,1607.599976,0
1993-02-04,1659.699951,1659.699951,1659.699951,1659.699951,1659.699951,0
1993-02-05,null,null,null,null,null,null
1993-02-08,1640.400024,1640.400024,1640.400024,1640.400024,1640.400024,0
1993-02-09,1625.699951,1625.699951,1625.699951,1625.699951,1625.699951,0
1993-02-10,null,null,null,null,null,null
1993-02-11,1661.300049,1661.300049,1661.300049,1661.300049,1661.300049,0
1993-02-12,1638.800049,1638.800049,1638.800049,1638.800049,1638.800049,0
1993-02-15,1628.300049,1628.300049,1628.300049,1628.300049,1628.300049,0
1993-02-16,1595.000000,1595.000000,1595.000000,1595.000000,1595.000000,0
1993-02-17,1572.900024,1572.900024,1572.900024,1572.900024,1572.900024,0
1993-02-18,1556.699951,1556.699951,1556.699951,1556.699951,1556.699951,0
1993-02-19,1574.099976,1574.099976,1574.099976,1574.099976,1574.099976,0
1993-02-22,1573.000000,1573.000000,1573.000000,1573.000000,1573.000000,0
1993-02-23,1542.699951,1542.699951,1542.699951,1542.699951,1542.699951,0
1993-02-24,1515.699951,1515.699951,1515.699951,1515.699951,1515.699951,0
1993-02-25,1504.199951,1504.199951,1504.199951,1504.199951,1504.199951,0
1993-02-26,1546.699951,1546.699951,1546.699951,1546.699951,1546.699951,0
1993-03-01,1563.599976,1563.599976,1563.599976,1563.599976,1563.599976,0
1993-03-02,1590.400024,1590.400024,1590.400024,1590.400024,1590.400024,0
1993-03-03,1613.000000,1613.000000,1613.000000,1613.000000,1613.000000,0
1993-03-04,1604.900024,1604.900024,1604.900024,1604.900024,1604.900024,0
1993-03-05,1637.900024,1637.900024,1637.900024,1637.900024,1637.900024,0
1993-03-08,1650.000000,1650.000000,1650.000000,1650.000000,1650.000000,0
1993-03-09,1644.400024,1644.400024,1644.400024,1644.400024,1644.400024,0
1993-03-10,1644.400024,1644.400024,1644.400024,1644.400024,1644.400024,0
1993-03-11,1655.500000,1655.500000,1655.500000,1655.500000,1655.500000,0
1993-03-12,1637.800049,1637.800049,1637.800049,1637.800049,1637.800049,0
1993-03-15,1642.599976,1642.599976,1642.599976,1642.599976,1642.599976,0
1993-03-16,1663.599976,1663.599976,1663.599976,1663.599976,1663.599976,0
1993-03-17,1658.000000,1658.000000,1658.000000,1658.000000,1658.000000,0
1993-03-18,1666.800049,1666.800049,1666.800049,1666.800049,1666.800049,0
1993-03-19,1666.800049,1670.800049,1657.800049,1669.400024,1669.400024,0
1993-03-22,1670.500000,1670.500000,1653.400024,1661.500000,1661.500000,0
1993-03-23,1661.500000,1669.500000,1659.500000,1669.000000,1669.000000,0
1993-03-24,1669.099976,1702.099976,1669.099976,1702.099976,1702.099976,0
1993-03-25,1702.300049,1739.400024,1702.300049,1735.699951,1735.699951,0
1993-03-26,1737.500000,1739.000000,1724.000000,1732.400024,1732.400024,0
1993-03-29,1732.500000,1767.800049,1732.500000,1767.800049,1767.800049,0
1993-03-30,1768.300049,1776.199951,1753.900024,1773.900024,1773.900024,0
1993-03-31,1773.900024,1783.300049,1767.400024,1771.699951,1771.699951,0
1993-04-01,1771.699951,1772.599976,1753.300049,1757.500000,1757.500000,0
1993-04-02,1756.599976,1756.599976,1739.900024,1741.699951,1741.699951,0
1993-04-05,1742.000000,1742.800049,1738.400024,1742.699951,1742.699951,0
1993-04-06,1744.400024,1765.300049,1739.000000,1764.500000,1764.500000,0
1993-04-07,1765.599976,1783.500000,1765.599976,1783.400024,1783.400024,0
1993-04-08,null,null,null,null,null,null
1993-04-09,null,null,null,null,null,null
1993-04-12,1787.400024,1795.300049,1787.400024,1789.800049,1789.800049,0
1993-04-13,1791.300049,1799.599976,1782.599976,1782.599976,1782.599976,0
1993-04-14,1777.400024,1781.300049,1776.900024,1778.900024,1778.900024,0
